SMILES,CHANNEL_OUTCOME,assay_type
CO[Si](OC)(OC)OC,inactive,Liver
O=C(O)CCCCCCC/C=C\CCCCCC,inactive,Liver
Cl.O=S(N)(=O)c1cc(ccc1OC)C[C@@H](C)NCCOc2ccccc2OCC,inactive,Liver
ClCC#N,inactive,Liver
CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,inactive,Liver
[O-][N+](=O)c1cccc2cccc([N+]([O-])=O)c12,inactive,Liver
[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[O-]S(=O)O[C@H]1[C@H](O[C@H](COS([O-])=O)[C@@H](OS([O-])=O)[C@@H]1OS([O-])=O)O[C@]2(COS([O-])=O)O[C@H](COS([O-])=O)[C@@H](OS([O-])=O)[C@@H]2OS([O-])=O,inactive,Liver
O=C(O)CCCCCCC(=O)O,inactive,Liver
Cc2cc(/N=N/c1ccccc1C)ccc2N,antagonist,Liver
Brc4c5Oc1c(Br)c(O)c(Br)cc1C3(OC(=O)c2ccccc23)c5cc(Br)c4O,antagonist,Liver
CO[Si](CCCNCCN)(OC)OC,agonist,Liver
O=S(=O)(O)c1ccc(cc1)N2N=C(CC2=O)C(=O)O,inactive,Liver
Cc2nc(NC(=O)NS(=O)(=O)c1ccccc1Cl)nc(OC)n2,inactive,Liver
Clc1ccc(cc1)C(=O)NCCN2CCOCC2,inactive,Liver
COc1ccc(C#N)cc1,inactive,Liver
NS(=O)(=O)c1nc2ccc(cc2s1)OCC,inactive,Liver
Cc2ccsc2\C=C\C1=NCCCN1C.O=C(O)[C@H](O)[C@H](O)C(=O)O,inactive,Liver
CC(=O)OCC=C,antagonist,Liver
CCCCOCCOCCOC(C)=O,agonist,Liver
NS(=O)(=O)c3cc1c(N=C(NS1(=O)=O)CSCc2ccccc2)cc3Cl,inactive,Liver
CO[Si](OC)(OC)CCCNc1ccccc1,inactive,Liver
O=NN1CCCCCC1,inactive,Liver
Cl.CC(N)Cc1cc2OCOc2c(c1)OC,inactive,Liver
O=C(CCCCCCCCC(=O)OCC(CC)CCCC)OCC(CCCC)CC,inactive,Liver
CCCCCCCCCI,antagonist,Liver
O=C2NS(=O)(=O)c1ccccc12,inactive,Liver
[O-][N+](=O)/N=C2\NCCN2Cc1cnc(Cl)cc1,inactive,Liver
Clc1ccc(NC(N)=O)cc1,agonist,Liver
Clc1ccc(NC(N)=O)cc1Cl,inactive,Liver
ClC(Cl)C(=O)N(C)c1ccc(cc1)OC(=O)c2ccco2,inactive,Liver
CCCCCC\C=C\C=O,agonist,Liver
Clc1ccc(NC(=O)CC)cc1Cl,inactive,Liver
O=C1C[C@@H]2[C@@]3(C)CCCC(C)(C)[C@@H]3CC[C@@]2(C)O1,inactive,Liver
O=[N+]([O-])c2ccc(\C=N/NC(=O)c1ccc(O)cc1)o2,antagonist,Liver
CCN(C)N=O,inactive,Liver
NC1(CC1)c4c(F)cc2c3N(C=C(C2=O)C(=O)O)[C@@H](C)COc34,inactive,Liver
[O-][N+](=O)c1ccc2NC(=O)CN=C(c2c1)c3ccccc3,inactive,Liver
CN1CCN(CC1)c4c(F)cc2c3N(C=C(C2=O)C(=O)O)N(C)COc34,inactive,Liver
Cl.CCC(=O)N(c1ccccc1)C3CCN(Cc2cccs2)CC3,inactive,Liver
Nc1nc(cs1)c2ccc(cc2)[N+]([O-])=O,inactive,Liver
Clc1cc(Cl)ccc1OC(C)C(=O)O,agonist,Liver
COC(=O)c1ccccc1C,inactive,Liver
O=C(O)CCc1ccccc1,inactive,Liver
CC=1NC(C)=C(C(C=1C(=O)OCC(C)=O)c2ccccc2[N+]([O-])=O)C(=O)OC,antagonist,Liver
[Na+].[Na+].[O-]S(=O)(=O)c1ccc(cc1)/N=N/c2ccc(cc2)/N=N/c3c(O)c4ccc(cc4cc3S([O-])(=O)=O)NC(=O)c5ccccc5,antagonist,Liver
FC(F)(F)C1=CN(C(=O)NC1=O)[C@H]2C[C@H](O)[C@@H](CO)O2,agonist,Liver
O=C(N)c1ccccc1N,inactive,Liver
CCCCCCCCCCCCCc1ccccc1,inactive,Liver
CC4=C5C[C@@H]1[C@@]6(C)CC[C@H](O)CC6=CC[C@H]1[C@@H]5CC[C@@]24O[C@@H]3C[C@H](C)CN[C@H]3[C@H]2C,antagonist,Liver
ClC2=C(Cl)C3(Cl)C1COS(=O)(=O)OCC1C2(Cl)C3(Cl)Cl,antagonist,Liver
Clc1nc2ccccc2nc1Cl,inactive,Liver
O=C(OCC(COC(=O)c1ccccc1)(COC(=O)c2ccccc2)COC(=O)c3ccccc3)c4ccccc4,antagonist,Liver
O=C(O)CCC(\C)=C\Cc1c(O)c2C(=O)OCc2c(C)c1OC,inactive,Liver
CN4CCC(COc2cc3ncnc(Nc1ccc(Br)cc1F)c3cc2OC)CC4,inactive,Liver
Oc1ccc(cc1OC)CC=C,agonist,Liver
O=C(OCC(CCCC)CC)C(=C)C,agonist,Liver
CC(C)CCCCCOC(=O)CS,inactive,Liver
Clc2c(Cc1c(O)c(Cl)cc(Cl)c1Cl)c(O)c(Cl)cc2Cl,antagonist,Liver
CC(=O)OCCCCCCCCCC\C=C\CC,inactive,Liver
ClCC(=O)N(COCC)c1c(C)cccc1CC,inactive,Liver
O=S(=O)(O)O.NNCCc1ccccc1,antagonist,Liver
Cc1nccnc1CC,inactive,Liver
CCc1cccc(CC)c1N,inactive,Liver
CC(OC(=O)c1ccccc1)COCC(C)OC(=O)c2ccccc2,inactive,Liver
C=CC(C)CC\C=C(\C)C,inactive,Liver
CCCCn1cc[n+](C)c1C.FC(F)(F)S([O-])(=O)=O,inactive,Liver
CSCCCCCCCCCCCC,inactive,Liver
O=C(OCC)C(\C#N)=C(\c1ccccc1)c2ccccc2,inactive,Liver
OCC(=O)[C@@]54OC(C)(C)O[C@@H]5C[C@@H]3[C@]4(C)C[C@H](O)[C@H]2[C@H]3C[C@H](F)C1=CC(=O)C=C[C@@]12C,antagonist,Liver
NC(=O)c2ncn([C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)c2N,agonist,Liver
Fc3cccc(F)c3NS(=O)(=O)c1nc2c(F)cnc(OC)n2n1,agonist,Liver
Oc1ccc(CCCCCCCCCCCC)cc1,antagonist,Liver
[I-].CCCCCC[n+]1ccccc1,antagonist,Liver
O=C(OCC)C2(C)CC(=NN2c1ccc(Cl)cc1Cl)C(=O)OCC,inactive,Liver
[Ca+2].CC(O)C([O-])=O.[O-]C(=O)C(C)O,inactive,Liver
Fc1ccc(cc1)Oc2ccnc3cc(Cl)cc(Cl)c23,agonist,Liver
CN(C)CCOC1=Cc3ccccc3Sc2ccc(Cl)cc12,antagonist,Liver
OCC(O)COC(=O)CCCCCCC/C=C\C[C@H](O)CCCCCC,inactive,Liver
O.OCC(=O)[C@@]4(O)[C@H](C)C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3C[C@H](F)C1=CC(=O)C(Cl)=C[C@@]12C,antagonist,Liver
c1cccc2sc(nc12)SNC3CCCCC3,agonist,Liver
O=C(c1ccc(cc1O)N(CC)CC)c2ccccc2C(=O)O,inactive,Liver
Cl.CCOc2ccccc2OCC1CNCCO1,inactive,Liver
Cc1ccc[n+](CCCC)c1.FC(F)(F)S([O-])(=O)=O,inactive,Liver
CNC(=O)Oc2cccc1ccccc12,inactive,Liver
O=C(O)CCCCCCC/C=C\C/C=C\CCCCC,inactive,Liver
O=C(Nc1c(C)cccc1C)C[N+](Cc2ccccc2)(CC)CC.[O-]C(=O)c1ccccc1,inactive,Liver
CC(=O)C(=O)O,inactive,Liver
O=[N+]([O-])c1cc(N)ccc1O,inactive,Liver
O=C=N/C1CCCCC1,inactive,Liver
O=C2OC(=NN2c1cc(OC(C)C)c(Cl)cc1Cl)C(C)(C)C,inactive,Liver
O=C(C(=O)c1ccco1)c2ccco2,inactive,Liver
O=C(N)OCC(C)(COC(=O)N)C(C)CC,inactive,Liver
Cc1ncc([N+]([O-])=O)n1CCO,inactive,Liver
O=C(NS(=O)(=O)c1ccc(C)cc1)NC2CCCC2,inactive,Liver
CC(=O)OC2(CCN(CCc1ccccc1)CC2)c3ccccc3,agonist,Liver
Clc1cccc(Cl)c1C,inactive,Liver
C[n+]1ccn(CC)c1.N#C\N=C=[N-],inactive,Liver
CC(=C)C(=O)OCC(C)O,inactive,Liver
CN(CCOc2ccc(CC1SC(=O)NC1=O)cc2)c3ccccn3,inactive,Liver
FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,inactive,Liver
O=[N+]([O-])c1ccc(cc1)C(=O)OC,inactive,Liver
CC(C)(CO)C(O)C(=O)NCCCO,inactive,Liver
O=C(O)CC[C@@H](C)[C@H]4CC[C@@H]3[C@]4(C)CC[C@H]1[C@H]3CC[C@@H]2C[C@H](O)CC[C@]12C,agonist,Liver
Cc2cccc(C)c2NC(=O)CN1CCCCCC1,inactive,Liver
NS(=O)(=O)c1ccc(cc1)c3c(C)onc3c2ccccc2,inactive,Liver
O=Cc1ccc(F)cc1,inactive,Liver
O=C(OCC/C=C\CC)C(\C)=C\C,inactive,Liver
O=C(O)c2cc(Oc1ccccc1)ccc2,inactive,Liver
O=C(OC)C3=C(C)NC(C)=C(C(=O)OC(C)C)C3c1cccc2nonc12,antagonist,Liver
C=CCNCC=C,inactive,Liver
CC2CCc1nccnc12,agonist,Liver
ClC2=C(Cl)C3(Cl)C1C(C(=O)OC1=O)C2(Cl)C3(Cl)Cl,inactive,Liver
COc1ccc(cc1Cl)OC,inactive,Liver
[K+].ClN1C([O-])=NC(=O)N(Cl)C1=O,inactive,Liver
Cl.Nc2nc(N)ccc2/N=N/c1ccccc1,antagonist,Liver
Oc2ccc3C(=O)c1ccccc1C(=O)c3c2,inactive,Liver
Clc1cc(Cl)ccc1OCCCC(=O)OC(CC)CCCCC,antagonist,Liver
CN(C)CCO,inactive,Liver
[Cl-].C[N+]1(C)CCCCC1,inactive,Liver
C=Cc1ccccc1C=C,agonist,Liver
CO[Si](OC)(OC)c1ccccc1,inactive,Liver
O=C(Nc1c(I)c(c(I)c(c1I)C(=O)O)C(=O)NC)CCCCC(=O)Nc2c(I)c(C(=O)NC)c(I)c(C(=O)O)c2I,antagonist,Liver
N#Cc1ccccc1C,inactive,Liver
O=C(Nc3ccccc3SSc2ccccc2NC(=O)c1ccccc1)c4ccccc4,antagonist,Liver
CCC(CO)(CO)CO,inactive,Liver
Nc1cccc(OC)c1,inactive,Liver
C[C@@]12CC[C@@H](C[C@H]1O)C2(C)C,inactive,Liver
[Na+].COc1nc(nc(OC)c1)Oc3cccc(Oc2nc(cc(OC)n2)OC)c3C([O-])=O,inactive,Liver
CCCC\C=C/CCCCCCCCCC=O,inactive,Liver
Oc1n(C)ncc1C(=O)c3ccc(c(C=2CCON=2)c3C)S(C)(=O)=O,inactive,Liver
[NH4+].[O-]S(N)(=O)=O,inactive,Liver
Fc1ccccc1[C@@H](F)CO[C@H]2CC[C@@H](CC2)NC=3NC=NC4=NN=CC=34,antagonist,Liver
Fc1ccccc1O,inactive,Liver
[O-][N+](=O)c1cc(cc([N+]([O-])=O)c1N(CC(=C)C)CC)C(F)(F)F,inactive,Liver
O=C(O)c2ccccc2NCCc1ccccc1,inactive,Liver
OC(CO)COCCCCCCCCCCCCCCCCCC,agonist,Liver
[Na+].CC(C)(CO)[C@@H](O)C(=O)NCCC([O-])=O,inactive,Liver
C[Si](NC1CCCCC1)(NC2CCCCC2)NC3CCCCC3,inactive,Liver
COc1c(cc(cc1OC)/C=C/C(N)=O)OC,antagonist,Liver
CCN(CC)CC,inactive,Liver
O[C@H](C)[C@H]3C(=O)N2C(=C(S[C@H]1C[C@@H](CNS(N)(=O)=O)NC1)[C@H](C)[C@@H]23)C(=O)O,inactive,Liver
CCC(=O)OC(C)(C)C1CC=C(C)CC1,inactive,Liver
C=CCSSCC=C,inactive,Liver
CC(C)(C)C(O)CC,inactive,Liver
[Na+].CC(=O)C([O-])=O,inactive,Liver
O=C1NN(CC1(C)CO)c2ccccc2,inactive,Liver
OC(=O)[C@@H]2N3C(=O)[C@@H](NC(=O)Cc1ccccc1)[C@H]3SC2(C)C.O=C(O)[C@@H]2N3C(=O)[C@@H](NC(=O)Cc1ccccc1)[C@H]3SC2(C)C.c1ccccc1CNCCNCc2ccccc2,inactive,Liver
O=C2C(C)=C(C)C(=O)C(C)=C2C(CCCCCC(=O)O)c1ccccc1,antagonist,Liver
C2CC(COCC1CO1)CCC2COCC3CO3,inactive,Liver
O=[N+]([O-])c1cnc(C)n1C,agonist,Liver
[Na+].O.O.O.O.[O-]c2ccccc2c1ccccc1,agonist,Liver
O=C1OCC\C(S1)=C(/C)N(C=O)Cc2cnc(C)nc2N,inactive,Liver
CS(=O)(=O)O.CO\N=C1/CN(CC1CN)c2nc3c(cc2F)C(=O)C(=CN3C4CC4)C(=O)O,inactive,Liver
Ic4c5Oc1c(I)c(O)c(I)cc1C3(OC(=O)c2ccccc23)c5cc(I)c4O,antagonist,Liver
O=C(N/N=C/c1ccccc1O)c2ccncc2,inactive,Liver
O=C1CC(C(/C)=C/C(C)CC(C)CC(C)C)C(=O)O1,inactive,Liver
Oc1cccc(O)c1O,inactive,Liver
O=NN1CCCC1,agonist,Liver
Cl.O=C(Nc1ccccc1C)C(C)NCCC,inactive,Liver
[Na+].[O-]S(=O)(=O)c2cc1cc(cc(O)c1c(N)c2)S(=O)(=O)O,antagonist,Liver
O=C(C(Cl)Cl)c1ccccc1,antagonist,Liver
Clc2ccc(C(CCC)Cn1cncn1)c(Cl)c2,antagonist,Liver
CC(C)CCCCCCCOP(OCCCCCCCC(C)C)Oc1ccccc1,antagonist,Liver
OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(=O)OC(C)C,antagonist,Liver
FC(F)(F)[C@@]3(C#CC1CC1)OC(=O)Nc2ccc(Cl)cc23,antagonist,Liver
O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(=O)N(C)N=O,agonist,Liver
ClC=1C(=O)OC(O)C=1C(Cl)Cl,antagonist,Liver
CC2(C)C1CC2C(C)CC1,inactive,Liver
CC(=O)O.Oc1ccc(cc1)c5c(C)c2cc(O)ccc2n5Cc3ccc(cc3)OCCN4CCCCCC4,antagonist,Liver
Cl.NCC(=O)OCC,inactive,Liver
CC(C)CC(O)CC(C)C,inactive,Liver
CC(C)(C)C1=NN=C(SC)NC1=O,inactive,Liver
O=S(N)(=O)c1ccccc1OC(F)(F)F,inactive,Liver
[Na+].[O-]S(=O)(=O)c1ccc2cc(O)ccc2c1,inactive,Liver
CS\C=C(/c1ccccc1OCCCCC)n2ccnc2,agonist,Liver
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,inactive,Liver
Oc1ccc(cc1)C(=O)OCCCCCCCCC,antagonist,Liver
BrCC(=O)OCC,inactive,Liver
CC(=O)OCC,antagonist,Liver
C\C=C(/C)C(=O)OCc1ccccc1,inactive,Liver
OC(=O)c1ncc(cc1C(=O)O)CC,inactive,Liver
[O-][n+]1cccc(c1)C(O)=O,inactive,Liver
Oc1cc(C(=O)CCC)c(O)cc1O,inactive,Liver
CS(=O)(=O)c1ccc(cc1)c3cc(Cl)cnc3c2cnc(C)cc2,inactive,Liver
[O-][N+](=O)c1ccc2C(=O)N(C)C(=O)c2c1,inactive,Liver
C[Si](C)(CCCN)O[Si](C)(C)CCCN,inactive,Liver
C1CCCCN1,inactive,Liver
CC(Cl)(Cl)[N+]([O-])=O,inactive,Liver
CCCCCCCCC1CO1,inactive,Liver
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,antagonist,Liver
FC1=CN(C(=O)NC1=O)[C@@H]2O[C@H](C)[C@@H](O)[C@H]2O,inactive,Liver
[Cl-].C[N+](C)(C)CC(O)CCl,inactive,Liver
CCCCOP(=O)(OCCCC)OCCCC,agonist,Liver
C=C3CC[C@H](O)C\C3=C\C=C1/CCC[C@]2(C)[C@H](CC[C@@H]12)[C@H](C)/C=C/[C@H](C)C(C)C,antagonist,Liver
CCc1ccccc1CC,inactive,Liver
O=C1CCCN1C(CC)C(N)=O,agonist,Liver
Cl.Cl.Cl.Cl.Nc1ccc(cc1N)c2ccc(N)c(N)c2,antagonist,Liver
Clc1cc(Cl)ccc1OCC(=O)OCC(CC)CCCC,inactive,Liver
O=C(O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)c1ccccc1,inactive,Liver
Cl.O=C(C)Nc1ccc(cc1)C(=O)NCCN(CC)CC,inactive,Liver
O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1O,inactive,Liver
C=CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,inactive,Liver
Cl.CN(Cc1cc(Br)cc(Br)c1N)C2CCCCC2,agonist,Liver
NC(=O)CN2c1cc(F)ccc1C(=CC2=O)CCN3CCN(CC3)c5nccc4sccc45,antagonist,Liver
CC1=CC[C@@H](CC1)[C@@](O)(C)CC\C=C(/C)C,inactive,Liver
C#CC(O)CCC,inactive,Liver
CCC1(Cc2ccccc2O1)C3=NCCN3,inactive,Liver
[Na+].CC(C)CC(CCC(CCCC)CC)OS([O-])(=O)=O,inactive,Liver
O[Sn](c1ccccc1)(c2ccccc2)c3ccccc3,antagonist,Liver
Clc1cc(cc(Cl)c1)N2C(=O)C3(C)CC3(C)C2=O,inactive,Liver
[K+].[O-]C(=O)CNc1ccccc1,inactive,Liver
O=C(CBr)c1ccccc1,inactive,Liver
Oc1ccc(cc1)C(=O)OC(C)CC,agonist,Liver
FC(F)(C(F)(F)S(=O)(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,inactive,Liver
c1cccc2ccncc12,inactive,Liver
O[C@@H]([C@@H](O)CO)[C@@H](O)[C@H](O)CO,inactive,Liver
O=C(NC(C)=O)c1ccccc1O,inactive,Liver
Cl[Sn](Cl)(Cl)Cl,inactive,Liver
C[C@H]2CN(CC(C)Cc1ccc(cc1)C(C)(C)C)C[C@@H](C)O2,agonist,Liver
O=C(CCCCCCl)C(=O)OCC,inactive,Liver
CC=3CS[C@H]2N(C(=O)[C@H]2NC(=O)[C@H](N)c1ccc(O)cc1)C=3C(=O)O,inactive,Liver
O=C(OC)CS,inactive,Liver
O=C(N)C1(CCOCC1)c4cccc(Sc2ccc(cc2)n3ccnc3C)c4.CS(=O)(=O)O,antagonist,Liver
O=C(C)Oc1ccc(cc1CCl)[N+]([O-])=O,inactive,Liver
Clc1cc3c(cc1)Oc2ccccc2[C@@H]4CN(C)C[C@@H]34,agonist,Liver
CCOP(=S)(OCC)SCN1N=Nc2ccccc2C1=O,antagonist,Liver
CCN(CC)CCO,inactive,Liver
O=C(C)Nc1ccc(cc1)C(=O)O,inactive,Liver
NC(=O)c1ccncc1,inactive,Liver
Oc2ccc(C(=O)c1ccccc1)c(O)c2O,inactive,Liver
FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C[n+]1ccn(CCCCCCCCCCCCCCCC)c1,antagonist,Liver
Nc1nc(N)nc(N)n1,inactive,Liver
CCO[Si](OCC)(OCC)c1ccccc1,inactive,Liver
Nc1nc(N)nc(Cl)n1,inactive,Liver
Oc1ccc(cc1OC)C=CC,inactive,Liver
[Na+].Clc1cc(C)c(OCC([O-])=O)cc1,inactive,Liver
Clc2cc(OP(=S)(OC)c1ccccc1)c(Cl)cc2Br,antagonist,Liver
Cc1cc(ccc1)N(C)C,inactive,Liver
CC(=O)O[Sn](c1ccccc1)(c2ccccc2)c3ccccc3,antagonist,Liver
N[C@H]2CN(CC12CC1)c3c(F)cc4c(c3Cl)[N@@](C=C(C4=O)C(=O)O)C5C[C@H]5F,inactive,Liver
C=Cc1ccncc1,inactive,Liver
Brc2cc(Oc1cc(Br)c(Br)cc1Br)c(Br)cc2Br,inactive,Liver
OC(CN)c1ccc(O)cc1,inactive,Liver
Ic1cc(I)c(O)c(I)c1,inactive,Liver
ClC(Cl)(Cl)c1cnc(Cl)cc1,inactive,Liver
O=C(c1ccc(cc1O)OC)c2ccc(OC)cc2O,agonist,Liver
COC(=O)[C@H]1CC[C@@H](CC1)C(=O)OC,inactive,Liver
Nc1ccc(Cl)cc1[N+]([O-])=O,inactive,Liver
COc1ccc(C=CC(=O)OCC(CC)CCCC)cc1,inactive,Liver
OC(=O)c1cc(Cl)ccc1,inactive,Liver
Oc2ccc(Cc1ccccc1)cc2,agonist,Liver
Clc2ccccc2C(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,inactive,Liver
O=S(=O)(O)OCCN,inactive,Liver
Clc1ccccc1C(=O)OC,inactive,Liver
O=C2c1ccccc1C(=O)C(Cl)=C2Cl,antagonist,Liver
CC(C)CCOC(=O)CC(C)C,inactive,Liver
O[C@H](C=O)[C@H](O)[C@H](O)CO,inactive,Liver
OC(=O)C1CCC(CC1)C(=O)O,inactive,Liver
Cc1ccc(cc1)S(O)(=O)=O,inactive,Liver
Cc1cc[n+](CCCC)cc1.F[B-](F)(F)F,inactive,Liver
ClC1=CNC(=O)C=C1O,inactive,Liver
COC(C)(C)CCCC(C)CC=O,inactive,Liver
Cl.CN(C)Cc1c2cc3CN4C(=O)C=5COC(=O)[C@](O)(CC)C=5C=C4c3nc2ccc1O,antagonist,Liver
NC=2Nc1c(ncn1C)C(=O)N=2,inactive,Liver
CCOc1ccc2NC(C)(C)CC(C)c2c1,agonist,Liver
[Na+].O=C1NC([S-])=NC(=O)C1(CC)C(C)CCC,inactive,Liver
FC1=CNC(=O)N=C1N,inactive,Liver
O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O.CN1CCN(CC1)CCCN2c4ccccc4Sc3ccc(Cl)cc23,antagonist,Liver
O=[N+]([O-])C1(Br)COCOC1,antagonist,Liver
C=CC(=O)OCCCCCCCCCC,inactive,Liver
CCCCN(CCCC)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12,inactive,Liver
N#C/C(=C1/SC[C@H](S1)c2ccc(Cl)cc2Cl)n3ccnc3,antagonist,Liver
Clc1cc(c(Cl)cc1Cl)S(=O)(=O)O,agonist,Liver
Clc3sccc3COC(Cn1ccnc1)c2ccc(Cl)cc2Cl,antagonist,Liver
O=C(Nc1c(C)cccc1C)CN(CC(=O)O)CC(=O)O,inactive,Liver
O=C(O)C(=O)O.CN(C)CCC[C@]2(OCc1cc(ccc12)C#N)c3ccc(F)cc3,inactive,Liver
O=C(NC1CCCCC1)NS(=O)(=O)c2ccc(cc2)C(C)=O,inactive,Liver
COCCO[Si](OCCOC)(C=C)OCCOC,inactive,Liver
CN(C1CCCCC1)C(=O)CCCOc2ccc3NC(=O)C=Cc3c2,inactive,Liver
O.OC(=O)CCC(N)C(=O)O,inactive,Liver
O=C1CCC(=O)N1Cl,inactive,Liver
O=C(Cl)OCC(CCCC)CC,agonist,Liver
CSSC,agonist,Liver
Clc1cc(N)cc(Cl)c1O,antagonist,Liver
CCO[Si](OCC)(OCC)CC,inactive,Liver
Clc1ccc2Oc4ccccc4N=C(c2c1)N3CCNCC3,antagonist,Liver
Fc1ccc(cc1)C(=O)C2CCN(CC2)CCC4=C(C)N=C3SCCN3C4=O,inactive,Liver
ClCCCO,inactive,Liver
CNc1ccc(cc1)[N+]([O-])=O,inactive,Liver
CC=1CCC(=O)C=1C\C=C/CC,inactive,Liver
NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl,inactive,Liver
ClC(Cl)(Cl)SCl,inactive,Liver
C1=CCCC=CCC1,inactive,Liver
Cc1ccc(CC)cc1,inactive,Liver
CC\C=C/C#N,inactive,Liver
Cc1c(cccc1N)C(F)(F)F,inactive,Liver
Oc1ccc(O)c(C)c1,inactive,Liver
Cc1cc(cc(C)c1SC)OC(=O)NC,inactive,Liver
C[n+]1ccn(CC)c1.[O-]P(=O)(OCC)OCC,antagonist,Liver
CC[C@H]4CC[C@H](NCc1cc3c(cc1OC)[C@H]2C[C@H]2C(=O)N3C)[C@@H](N4)c5ccccc5,agonist,Liver
C=C(C)CCCC,inactive,Liver
Fc1ccc(cc1)[C@@H](O)CC[C@H]3C(=O)N(c2ccc(F)cc2)[C@@H]3c4ccc(O)cc4,inactive,Liver
O=C(O)[C@H](CCC(=O)O)NC(=O)c1ccc(cc1)NCc2cnc3NC(N)=NC(=O)c3n2,inactive,Liver
[Na+].[Na+].[O-]S(=O)(=O)c5cc(cc6ccc(O)c(/N=N/c1ccc(cc1C)c4ccc(/N=N/c3ccc(OS(=O)(=O)c2ccc(C)cc2)cc3)c(C)c4)c56)S([O-])(=O)=O,antagonist,Liver
Clc1cc(cc(Cl)c1)C(=O)O,inactive,Liver
Cl.CC(NCCC(c1ccccc1)c2ccccc2)c3ccccc3,antagonist,Liver
C#C[C@]5(O)CC[C@@H]2[C@]5(C)CC[C@@H]3c4ccc(OC1CCCC1)cc4CC[C@@H]23,antagonist,Liver
CCCCCCCCCCCCCCCCCCCl,inactive,Liver
Cc1ccc(cc1)OP(=O)(Oc2ccc(C)cc2)Oc3ccc(C)cc3,agonist,Liver
O=C(OCCCCCCCCC)c1ccccc1C(=O)OCCCCCCCCC,inactive,Liver
OCC1CCC(COC=C)CC1,inactive,Liver
CC(C)(C)c1cc(ccc1O)OC,agonist,Liver
Oc3c1C(=O)OCc1c(C)c(OC)c3C\C=C(/C)CCC(=O)OCCN2CCOCC2,inactive,Liver
Cl[C@H]1OCCO[C@@H]1Cl,inactive,Liver
N#Cc1ccccc1,agonist,Liver
CNCCCCOc2ccccc2Cc1ccccc1,antagonist,Liver
Cl.O=C(N)c1cc(ccc1O)C(O)CNC(C)CCc2ccccc2,inactive,Liver
[Na+].[O-]S(=O)(=O)O,inactive,Liver
Cc1cccc(O)c1N,inactive,Liver
N#Cc1c(Cl)cccc1Cl,inactive,Liver
CN(C)[C@H]3C[C@@H](C)O[C@@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]1C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)N(C)C[C@H](C)C[C@@]2(C)O)[C@@H]3O,inactive,Liver
Brc1ccccn1,inactive,Liver
ClC(=O)CCCCCCC,inactive,Liver
CC1CCCC1,inactive,Liver
OC(C(C)N1CCC(CC1)Cc2ccccc2)c3ccc(O)cc3,inactive,Liver
NC(=O)c1ncn(n1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,inactive,Liver
Brc1cc(ccc1)c2ccccc2,inactive,Liver
Oc1cc(Cl)cc(Cl)c1Cl,inactive,Liver
Clc1ccc(cc1)C(c2ccccc2)N3CCCN(C)CC3,antagonist,Liver
Nc2nc(N)ncc2Cc1cc(OC)c(OC)cc1C,inactive,Liver
Cc1cc(N)cc(C)c1,inactive,Liver
O[C@H]2C[C@H](C)S(=O)(=O)c1sccc12,inactive,Liver
Oc1ccc(CCC(C)=O)cc1,inactive,Liver
CC(C)(C)NCCO,inactive,Liver
Cl.CCCCCCCCCCCCN,antagonist,Liver
COc1cccc(n1)N(C)C(=S)Oc2cc3CCCCc3cc2,inactive,Liver
[K+].OC(=O)c1ccccc1C([O-])=O,inactive,Liver
CCC(=O)O[C@H]2CC[C@H]3[C@@H]4CCC1=CC(=O)CC[C@]1(C)[C@H]4CC[C@]23C,antagonist,Liver
CC=1OC(C)C(=O)C=1O,inactive,Liver
Cn1ccnc1,inactive,Liver
Clc1cc(Cl)c(Cl)nc1OCC(=O)OCCOCCCC,antagonist,Liver
O=C(/C=C/c1ccccc1)OC,inactive,Liver
CC(C)CCC,inactive,Liver
